Dates,MaxTemp,MinTemp,Precipitation,Snowfall,Snowdepth,MaxTscore,MinTscore,TotalTscore,SnowFscore,SnowDscore,TotalSscore,AWSSIscore,AccumTscore,AccumSscore,AccumAWSSI
18-Jan-1955,25,10,0,0,0,1,4,5,0,0,0,5,146,28,174
19-Jan-1955,27,12,0,0,0,1,4,5,0,0,0,5,151,28,179
20-Jan-1955,32,7,0,0,0,1,5,6,0,0,0,6,157,28,185
21-Jan-1955,36,17,0,0,0,0,3,3,0,0,0,3,160,28,188
22-Jan-1955,34,19,0,0.1,0,0,3,3,1,0,1,4,163,29,192
23-Jan-1955,23,13,0,0.8,0,2,4,6,1,0,1,7,169,30,199
24-Jan-1955,30,14,0,0,0,1,4,5,0,0,0,5,174,30,204
25-Jan-1955,30,14,0,0,1,1,4,5,0,1,1,6,179,31,210
26-Jan-1955,21,6,0,0,1,2,5,7,0,1,1,8,186,32,218
27-Jan-1955,16,-1,0,0,1,3,7,10,0,1,1,11,196,33,229
28-Jan-1955,14,2,0,0.1,1,4,6,10,1,1,2,12,206,35,241
29-Jan-1955,12,-5,0,0.1,1,4,7,11,1,1,2,13,217,37,254
30-Jan-1955,21,-1,0,0,1,2,7,9,0,1,1,10,226,38,264
31-Jan-1955,24,-2,0,0,1,2,7,9,0,1,1,10,235,39,274
01-Feb-1955,28,6,0,0,1,1,5,6,0,1,1,7,241,40,281
02-Feb-1955,26,10,0,0,1,1,4,5,0,1,1,6,246,41,287
03-Feb-1955,18,0,0,0,1,3,6,9,0,1,1,10,255,42,297
04-Feb-1955,26,1,0,0,1,1,6,7,0,1,1,8,262,43,305
05-Feb-1955,34,11,0,0.2,1,0,4,4,1,1,2,6,266,45,311
06-Feb-1955,29,20,0,1.2,2,1,2,3,2,2,4,7,269,49,318
07-Feb-1955,29,20,0,0,2,1,2,3,0,2,2,5,272,51,323
08-Feb-1955,33,15,0,0,1,0,3,3,0,1,1,4,275,52,327
09-Feb-1955,45,26,0,0,0,0,1,1,0,0,0,1,276,52,328
10-Feb-1955,43,19,0,0,0,0,3,3,0,0,0,3,279,52,331
11-Feb-1955,24,9,0,2.0999999,2,2,5,7,3,2,5,12,286,57,343
12-Feb-1955,25,5,0,0.1,2,1,5,6,1,2,3,9,292,60,352
13-Feb-1955,20,1,0,0,1,2,6,8,0,1,1,9,300,61,361
14-Feb-1955,33,10,0,0.2,1,0,4,4,1,1,2,6,304,63,367
15-Feb-1955,34,17,0,0.3,1,0,3,3,1,1,2,5,307,65,372
16-Feb-1955,35,26,0,2.0999999,3,0,1,1,3,3,6,7,308,71,379
17-Feb-1955,33,16,0,0,3,0,3,3,0,3,3,6,311,74,385
18-Feb-1955,33,16,0,0,2,0,3,3,0,2,2,5,314,76,390
19-Feb-1955,34,20,0,0,2,0,2,2,0,2,2,4,316,78,394
20-Feb-1955,46,31,0,0,0,0,1,1,0,0,0,1,317,78,395
21-Feb-1955,39,26,0,0,0,0,1,1,0,0,0,1,318,78,396
22-Feb-1955,38,24,0,0.9,1,0,2,2,1,1,2,4,320,80,400
23-Feb-1955,36,18,0,0,0,0,3,3,0,0,0,3,323,80,403
24-Feb-1955,42,22,0,0,0,0,2,2,0,0,0,2,325,80,405
25-Feb-1955,37,20,0,0,0,0,2,2,0,0,0,2,327,80,407
26-Feb-1955,40,25,0,0,0,0,1,1,0,0,0,1,328,80,408
27-Feb-1955,42,28,0,0,0,0,1,1,0,0,0,1,329,80,409
28-Feb-1955,40,32,0,0,0,0,1,1,0,0,0,1,330,80,410
01-Mar-1955,38,28,0,0,0,0,1,1,0,0,0,1,331,80,411
02-Mar-1955,43,34,0,0,0,0,0,0,0,0,0,0,331,80,411
03-Mar-1955,45,24,0,0,0,0,2,2,0,0,0,2,333,80,413
04-Mar-1955,36,26,0,0,0,0,1,1,0,0,0,1,334,80,414
05-Mar-1955,38,26,0,0,0,0,1,1,0,0,0,1,335,80,415
06-Mar-1955,36,19,0,0.1,0,0,3,3,1,0,1,4,338,81,419
07-Mar-1955,21,4,0,0.1,0,2,6,8,1,0,1,9,346,82,428
08-Mar-1955,34,8,0,0,0,0,5,5,0,0,0,5,351,82,433
09-Mar-1955,58,27,0,0,0,0,1,1,0,0,0,1,352,82,434
10-Mar-1955,63,33,0,0,0,0,0,0,0,0,0,0,352,82,434
11-Mar-1955,60,27,0,0,0,0,1,1,0,0,0,1,353,82,435
12-Mar-1955,57,39,0,0,0,0,0,0,0,0,0,0,353,82,435
13-Mar-1955,45,26,0,0,0,0,1,1,0,0,0,1,354,82,436
14-Mar-1955,48,26,0,0,0,0,1,1,0,0,0,1,355,82,437
15-Mar-1955,61,31,0,0,0,0,1,1,0,0,0,1,356,82,438
16-Mar-1955,39,21,0,0,0,0,2,2,0,0,0,2,358,82,440
17-Mar-1955,31,20,0,0,0,1,2,3,0,0,0,3,361,82,443
18-Mar-1955,38,28,0,0,0,0,1,1,0,0,0,1,362,82,444
19-Mar-1955,48,18,0,0,0,0,3,3,0,0,0,3,365,82,447
20-Mar-1955,58,17,0,0,0,0,3,3,0,0,0,3,368,82,450
21-Mar-1955,63,40,0,0,0,0,0,0,0,0,0,0,368,82,450
22-Mar-1955,52,23,0,0,0,0,2,2,0,0,0,2,370,82,452
23-Mar-1955,45,26,0,1.5,0,0,1,1,2,0,2,3,371,84,455
24-Mar-1955,49,23,0,0,0,0,2,2,0,0,0,2,373,84,457
25-Mar-1955,36,24,0,0,0,0,2,2,0,0,0,2,375,84,459
26-Mar-1955,35,17,0,1.3,0,0,3,3,2,0,2,5,378,86,464
27-Mar-1955,27,19,0,0,0,1,3,4,0,0,0,4,382,86,468
28-Mar-1955,38,14,0,0,0,0,4,4,0,0,0,4,0,0,468
29-Mar-1955,44,24,0,0,0,0,2,2,0,0,0,2,0,0,468
30-Mar-1955,52,29,0,0,0,0,1,1,0,0,0,1,0,0,468
31-Mar-1955,63,36,0,0,0,0,0,0,0,0,0,0,0,0,468
01-Apr-1955,68,43,0,0,0,0,0,0,0,0,0,0,0,0,468
02-Apr-1955,59,41,0,0,0,0,0,0,0,0,0,0,0,0,468
03-Apr-1955,68,34,0,0,0,0,0,0,0,0,0,0,0,0,468
04-Apr-1955,53,35,0,0,0,0,0,0,0,0,0,0,0,0,468
05-Apr-1955,71,37,0,0,0,0,0,0,0,0,0,0,0,0,468
06-Apr-1955,53,33,0,0,0,0,0,0,0,0,0,0,0,0,468
07-Apr-1955,56,35,0,0,0,0,0,0,0,0,0,0,0,0,468
08-Apr-1955,61,48,0,0,0,0,0,0,0,0,0,0,0,0,468
09-Apr-1955,66,50,0,0,0,0,0,0,0,0,0,0,0,0,468
10-Apr-1955,77,48,0,0,0,0,0,0,0,0,0,0,0,0,468
11-Apr-1955,69,42,0,0,0,0,0,0,0,0,0,0,0,0,468
12-Apr-1955,69,45,0,0,0,0,0,0,0,0,0,0,0,0,468
13-Apr-1955,74,49,0,0,0,0,0,0,0,0,0,0,0,0,468
14-Apr-1955,69,54,0,0,0,0,0,0,0,0,0,0,0,0,468
15-Apr-1955,58,43,0,0,0,0,0,0,0,0,0,0,0,0,468
16-Apr-1955,67,39,0,0,0,0,0,0,0,0,0,0,0,0,468
17-Apr-1955,68,40,0,0,0,0,0,0,0,0,0,0,0,0,468
18-Apr-1955,61,43,0,0,0,0,0,0,0,0,0,0,0,0,468
19-Apr-1955,70,49,0,0,0,0,0,0,0,0,0,0,0,0,468
20-Apr-1955,65,44,0,0,0,0,0,0,0,0,0,0,0,0,468
21-Apr-1955,72,44,0,0,0,0,0,0,0,0,0,0,0,0,468
22-Apr-1955,65,47,0,0,0,0,0,0,0,0,0,0,0,0,468
23-Apr-1955,66,36,0,0,0,0,0,0,0,0,0,0,0,0,468
24-Apr-1955,65,37,0,0,0,0,0,0,0,0,0,0,0,0,468
25-Apr-1955,55,39,0,0,0,0,0,0,0,0,0,0,0,0,468
26-Apr-1955,59,44,0,0,0,0,0,0,0,0,0,0,0,0,468
27-Apr-1955,64,40,0,0,0,0,0,0,0,0,0,0,0,0,468
28-Apr-1955,69,43,0,0,0,0,0,0,0,0,0,0,0,0,468
29-Apr-1955,73,49,0,0,0,0,0,0,0,0,0,0,0,0,468
30-Apr-1955,62,45,0,0,0,0,0,0,0,0,0,0,0,0,468
01-May-1955,78,43,0,0,0,0,0,0,0,0,0,0,0,0,468
02-May-1955,75,48,0,0,0,0,0,0,0,0,0,0,0,0,468
03-May-1955,85,56,0,0,0,0,0,0,0,0,0,0,0,0,468
04-May-1955,85,59,0,0,0,0,0,0,0,0,0,0,0,0,468
05-May-1955,70,48,0,0,0,0,0,0,0,0,0,0,0,0,468
06-May-1955,69,41,0,0,0,0,0,0,0,0,0,0,0,0,468
07-May-1955,75,50,0,0,0,0,0,0,0,0,0,0,0,0,468
08-May-1955,57,38,0,0,0,0,0,0,0,0,0,0,0,0,468
09-May-1955,53,27,0,0,0,0,1,1,0,0,0,1,0,0,468
10-May-1955,56,44,0,0,0,0,0,0,0,0,0,0,0,0,468
11-May-1955,68,37,0,0,0,0,0,0,0,0,0,0,0,0,468
12-May-1955,76,42,0,0,0,0,0,0,0,0,0,0,0,0,468
13-May-1955,74,50,0,0,0,0,0,0,0,0,0,0,0,0,468
14-May-1955,72,52,0,0,0,0,0,0,0,0,0,0,0,0,468
15-May-1955,73,40,0,0,0,0,0,0,0,0,0,0,0,0,468
16-May-1955,82,41,0,0,0,0,0,0,0,0,0,0,0,0,468
17-May-1955,64,36,0,0,0,0,0,0,0,0,0,0,0,0,468
18-May-1955,73,36,0,0,0,0,0,0,0,0,0,0,0,0,468
19-May-1955,82,49,0,0,0,0,0,0,0,0,0,0,0,0,468
20-May-1955,79,42,0,0,0,0,0,0,0,0,0,0,0,0,468
21-May-1955,77,38,0,0,0,0,0,0,0,0,0,0,0,0,468
22-May-1955,80,57,0,0,0,0,0,0,0,0,0,0,0,0,468
23-May-1955,78,63,0,0,0,0,0,0,0,0,0,0,0,0,468
24-May-1955,83,60,0,0,0,0,0,0,0,0,0,0,0,0,468
25-May-1955,66,50,0,0,0,0,0,0,0,0,0,0,0,0,468
26-May-1955,68,45,0,0,0,0,0,0,0,0,0,0,0,0,468
27-May-1955,83,54,0,0,0,0,0,0,0,0,0,0,0,0,468
28-May-1955,77,61,0,0,0,0,0,0,0,0,0,0,0,0,468
29-May-1955,68,54,0,0,0,0,0,0,0,0,0,0,0,0,468
30-May-1955,64,48,0,0,0,0,0,0,0,0,0,0,0,0,468
31-May-1955,74,44,0,0,0,0,0,0,0,0,0,0,0,0,0
01-Jun-1955,76,44,0,0,0,0,0,0,0,0,0,0,0,0,0
02-Jun-1955,69,50,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Jun-1955,67,54,0,0,0,0,0,0,0,0,0,0,0,0,0
04-Jun-1955,86,60,0,0,0,0,0,0,0,0,0,0,0,0,0
05-Jun-1955,87,61,0,0,0,0,0,0,0,0,0,0,0,0,0
06-Jun-1955,87,59,0,0,0,0,0,0,0,0,0,0,0,0,0
07-Jun-1955,84,62,0,0,0,0,0,0,0,0,0,0,0,0,0
08-Jun-1955,66,55,0,0,0,0,0,0,0,0,0,0,0,0,0
09-Jun-1955,74,54,0,0,0,0,0,0,0,0,0,0,0,0,0
10-Jun-1955,78,55,0,0,0,0,0,0,0,0,0,0,0,0,0
11-Jun-1955,72,56,0,0,0,0,0,0,0,0,0,0,0,0,0
12-Jun-1955,73,52,0,0,0,0,0,0,0,0,0,0,0,0,0
13-Jun-1955,65,47,0,0,0,0,0,0,0,0,0,0,0,0,0
14-Jun-1955,68,47,0,0,0,0,0,0,0,0,0,0,0,0,0
15-Jun-1955,80,51,0,0,0,0,0,0,0,0,0,0,0,0,0
16-Jun-1955,84,55,0,0,0,0,0,0,0,0,0,0,0,0,0
17-Jun-1955,86,59,0,0,0,0,0,0,0,0,0,0,0,0,0
18-Jun-1955,88,61,0,0,0,0,0,0,0,0,0,0,0,0,0
19-Jun-1955,88,64,0,0,0,0,0,0,0,0,0,0,0,0,0
20-Jun-1955,83,65,0,0,0,0,0,0,0,0,0,0,0,0,0
21-Jun-1955,84,65,0,0,0,0,0,0,0,0,0,0,0,0,0
22-Jun-1955,79,61,0,0,0,0,0,0,0,0,0,0,0,0,0
23-Jun-1955,77,55,0,0,0,0,0,0,0,0,0,0,0,0,0
24-Jun-1955,78,53,0,0,0,0,0,0,0,0,0,0,0,0,0
25-Jun-1955,74,55,0,0,0,0,0,0,0,0,0,0,0,0,0
26-Jun-1955,74,53,0,0,0,0,0,0,0,0,0,0,0,0,0
27-Jun-1955,81,54,0,0,0,0,0,0,0,0,0,0,0,0,0
28-Jun-1955,86,61,0,0,0,0,0,0,0,0,0,0,0,0,0
29-Jun-1955,85,63,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jun-1955,81,66,0,0,0,0,0,0,0,0,0,0,0,0,0
01-Jul-1955,89,68,0,0,0,0,0,0,0,0,0,0,0,0,0
02-Jul-1955,90,69,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Jul-1955,91,66,0,0,0,0,0,0,0,0,0,0,0,0,0
04-Jul-1955,93,70,0,0,0,0,0,0,0,0,0,0,0,0,0
05-Jul-1955,88,68,0,0,0,0,0,0,0,0,0,0,0,0,0
06-Jul-1955,89,70,0,0,0,0,0,0,0,0,0,0,0,0,0
07-Jul-1955,85,69,0,0,0,0,0,0,0,0,0,0,0,0,0
08-Jul-1955,88,68,0,0,0,0,0,0,0,0,0,0,0,0,0
09-Jul-1955,93,73,0,0,0,0,0,0,0,0,0,0,0,0,0
10-Jul-1955,85,68,0,0,0,0,0,0,0,0,0,0,0,0,0
11-Jul-1955,84,62,0,0,0,0,0,0,0,0,0,0,0,0,0
12-Jul-1955,82,59,0,0,0,0,0,0,0,0,0,0,0,0,0
13-Jul-1955,87,60,0,0,0,0,0,0,0,0,0,0,0,0,0
14-Jul-1955,90,68,0,0,0,0,0,0,0,0,0,0,0,0,0
15-Jul-1955,83,69,0,0,0,0,0,0,0,0,0,0,0,0,0
16-Jul-1955,85,67,0,0,0,0,0,0,0,0,0,0,0,0,0
17-Jul-1955,85,69,0,0,0,0,0,0,0,0,0,0,0,0,0
18-Jul-1955,88,69,0,0,0,0,0,0,0,0,0,0,0,0,0
19-Jul-1955,88,68,0,0,0,0,0,0,0,0,0,0,0,0,0
20-Jul-1955,90,68,0,0,0,0,0,0,0,0,0,0,0,0,0
21-Jul-1955,92,67,0,0,0,0,0,0,0,0,0,0,0,0,0
22-Jul-1955,92,71,0,0,0,0,0,0,0,0,0,0,0,0,0
23-Jul-1955,86,68,0,0,0,0,0,0,0,0,0,0,0,0,0
24-Jul-1955,80,61,0,0,0,0,0,0,0,0,0,0,0,0,0
25-Jul-1955,83,57,0,0,0,0,0,0,0,0,0,0,0,0,0
26-Jul-1955,92,67,0,0,0,0,0,0,0,0,0,0,0,0,0
27-Jul-1955,97,74,0,0,0,0,0,0,0,0,0,0,0,0,0
28-Jul-1955,80,66,0,0,0,0,0,0,0,0,0,0,0,0,0
29-Jul-1955,85,65,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Jul-1955,90,69,0,0,0,0,0,0,0,0,0,0,0,0,0
31-Jul-1955,94,73,0,0,0,0,0,0,0,0,0,0,0,0,0
01-Aug-1955,91,68,0,0,0,0,0,0,0,0,0,0,0,0,0
02-Aug-1955,94,66,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Aug-1955,91,67,0,0,0,0,0,0,0,0,0,0,0,0,0
04-Aug-1955,92,72,0,0,0,0,0,0,0,0,0,0,0,0,0
05-Aug-1955,90,70,0,0,0,0,0,0,0,0,0,0,0,0,0
06-Aug-1955,83,70,0,0,0,0,0,0,0,0,0,0,0,0,0
07-Aug-1955,83,63,0,0,0,0,0,0,0,0,0,0,0,0,0
08-Aug-1955,74,54,0,0,0,0,0,0,0,0,0,0,0,0,0
09-Aug-1955,82,54,0,0,0,0,0,0,0,0,0,0,0,0,0
10-Aug-1955,84,65,0,0,0,0,0,0,0,0,0,0,0,0,0
11-Aug-1955,84,64,0,0,0,0,0,0,0,0,0,0,0,0,0
12-Aug-1955,84,56,0,0,0,0,0,0,0,0,0,0,0,0,0
13-Aug-1955,78,58,0,0,0,0,0,0,0,0,0,0,0,0,0
14-Aug-1955,68,59,0,0,0,0,0,0,0,0,0,0,0,0,0
15-Aug-1955,87,63,0,0,0,0,0,0,0,0,0,0,0,0,0
16-Aug-1955,88,59,0,0,0,0,0,0,0,0,0,0,0,0,0
17-Aug-1955,90,61,0,0,0,0,0,0,0,0,0,0,0,0,0
18-Aug-1955,93,64,0,0,0,0,0,0,0,0,0,0,0,0,0
19-Aug-1955,94,65,0,0,0,0,0,0,0,0,0,0,0,0,0
20-Aug-1955,91,65,0,0,0,0,0,0,0,0,0,0,0,0,0
21-Aug-1955,95,71,0,0,0,0,0,0,0,0,0,0,0,0,0
22-Aug-1955,85,68,0,0,0,0,0,0,0,0,0,0,0,0,0
23-Aug-1955,79,58,0,0,0,0,0,0,0,0,0,0,0,0,0
24-Aug-1955,77,46,0,0,0,0,0,0,0,0,0,0,0,0,0
25-Aug-1955,83,50,0,0,0,0,0,0,0,0,0,0,0,0,0
26-Aug-1955,79,56,0,0,0,0,0,0,0,0,0,0,0,0,0
27-Aug-1955,84,66,0,0,0,0,0,0,0,0,0,0,0,0,0
28-Aug-1955,78,68,0,0,0,0,0,0,0,0,0,0,0,0,0
29-Aug-1955,90,64,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Aug-1955,80,63,0,0,0,0,0,0,0,0,0,0,0,0,0
31-Aug-1955,73,52,0,0,0,0,0,0,0,0,0,0,0,0,0
01-Sep-1955,74,46,0,0,0,0,0,0,0,0,0,0,0,0,0
02-Sep-1955,77,41,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Sep-1955,79,46,0,0,0,0,0,0,0,0,0,0,0,0,0
04-Sep-1955,85,48,0,0,0,0,0,0,0,0,0,0,0,0,0
05-Sep-1955,83,51,0,0,0,0,0,0,0,0,0,0,0,0,0
06-Sep-1955,83,41,0,0,0,0,0,0,0,0,0,0,0,0,0
07-Sep-1955,73,44,0,0,0,0,0,0,0,0,0,0,0,0,0
08-Sep-1955,72,38,0,0,0,0,0,0,0,0,0,0,0,0,0
09-Sep-1955,84,50,0,0,0,0,0,0,0,0,0,0,0,0,0
10-Sep-1955,92,64,0,0,0,0,0,0,0,0,0,0,0,0,0
11-Sep-1955,72,52,0,0,0,0,0,0,0,0,0,0,0,0,0
12-Sep-1955,71,33,0,0,0,0,0,0,0,0,0,0,0,0,0
13-Sep-1955,75,33,0,0,0,0,0,0,0,0,0,0,0,0,0
14-Sep-1955,86,47,0,0,0,0,0,0,0,0,0,0,0,0,0
15-Sep-1955,83,53,0,0,0,0,0,0,0,0,0,0,0,0,0
16-Sep-1955,92,56,0,0,0,0,0,0,0,0,0,0,0,0,0
17-Sep-1955,95,53,0,0,0,0,0,0,0,0,0,0,0,0,0
18-Sep-1955,93,58,0,0,0,0,0,0,0,0,0,0,0,0,0
19-Sep-1955,93,51,0,0,0,0,0,0,0,0,0,0,0,0,0
20-Sep-1955,82,60,0,0,0,0,0,0,0,0,0,0,0,0,0
21-Sep-1955,70,41,0,0,0,0,0,0,0,0,0,0,0,0,0
22-Sep-1955,74,54,0,0,0,0,0,0,0,0,0,0,0,0,0
23-Sep-1955,62,55,0,0,0,0,0,0,0,0,0,0,0,0,0
24-Sep-1955,73,54,0,0,0,0,0,0,0,0,0,0,0,0,0
25-Sep-1955,68,45,0,0,0,0,0,0,0,0,0,0,0,0,0
26-Sep-1955,63,39,0,0,0,0,0,0,0,0,0,0,0,0,0
27-Sep-1955,68,49,0,0,0,0,0,0,0,0,0,0,0,0,0
28-Sep-1955,72,52,0,0,0,0,0,0,0,0,0,0,0,0,0
29-Sep-1955,78,39,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Sep-1955,70,50,0,0,0,0,0,0,0,0,0,0,0,0,0
01-Oct-1955,64,40,0,0,0,0,0,0,0,0,0,0,0,0,0
02-Oct-1955,69,47,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Oct-1955,70,48,0,0,0,0,0,0,0,0,0,0,0,0,0
04-Oct-1955,80,50,0,0,0,0,0,0,0,0,0,0,0,0,0
05-Oct-1955,71,58,0,0,0,0,0,0,0,0,0,0,0,0,0
06-Oct-1955,80,64,0,0,0,0,0,0,0,0,0,0,0,0,0
07-Oct-1955,73,53,0,0,0,0,0,0,0,0,0,0,0,0,0
08-Oct-1955,63,48,0,0,0,0,0,0,0,0,0,0,0,0,0
09-Oct-1955,70,44,0,0,0,0,0,0,0,0,0,0,0,0,0
10-Oct-1955,77,47,0,0,0,0,0,0,0,0,0,0,0,0,0
11-Oct-1955,76,47,0,0,0,0,0,0,0,0,0,0,0,0,0
12-Oct-1955,74,54,0,0,0,0,0,0,0,0,0,0,0,0,0
13-Oct-1955,63,47,0,0,0,0,0,0,0,0,0,0,0,0,0
14-Oct-1955,62,39,0,0,0,0,0,0,0,0,0,0,0,0,0
15-Oct-1955,58,40,0,0,0,0,0,0,0,0,0,0,0,0,0
16-Oct-1955,52,40,0,0,0,0,0,0,0,0,0,0,0,0,0
17-Oct-1955,57,44,0,0,0,0,0,0,0,0,0,0,0,0,0
18-Oct-1955,58,46,0,0,0,0,0,0,0,0,0,0,0,0,0
19-Oct-1955,53,44,0,0,0,0,0,0,0,0,0,0,0,0,0
20-Oct-1955,61,38,0,0,0,0,0,0,0,0,0,0,0,0,0
21-Oct-1955,61,42,0,0,0,0,0,0,0,0,0,0,0,0,0
22-Oct-1955,55,33,0,0,0,0,0,0,0,0,0,0,0,0,0
23-Oct-1955,76,39,0,0,0,0,0,0,0,0,0,0,0,0,0
24-Oct-1955,69,35,0,0,0,0,0,0,0,0,0,0,0,0,0
25-Oct-1955,51,32,0,0,0,0,1,1,0,0,0,1,0,0,0
26-Oct-1955,63,44,0,0,0,0,0,0,0,0,0,0,0,0,0
27-Oct-1955,73,44,0,0,0,0,0,0,0,0,0,0,0,0,0
28-Oct-1955,71,46,0,0,0,0,0,0,0,0,0,0,0,0,0
29-Oct-1955,60,43,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Oct-1955,50,40,0,0,0,0,0,0,0,0,0,0,0,0,0
31-Oct-1955,46,33,0,0,0,0,0,0,0,0,0,0,0,0,0
01-Nov-1955,56,36,0,0,0,0,0,0,0,0,0,0,0,0,0
02-Nov-1955,51,47,0,0,0,0,0,0,0,0,0,0,0,0,0
03-Nov-1955,57,31,0,0,0,0,1,1,0,0,0,1,0,0,0
04-Nov-1955,36,30,0,0,0,0,1,1,0,0,0,1,0,0,0
05-Nov-1955,49,28,0,0,0,0,1,1,0,0,0,1,0,0,0
06-Nov-1955,49,29,0,0,0,0,1,1,0,0,0,1,0,0,0
07-Nov-1955,39,26,0,0,0,0,1,1,0,0,0,1,0,0,0
08-Nov-1955,40,28,0,0,0,0,1,1,0,0,0,1,0,0,0
09-Nov-1955,39,33,0,0,0,0,0,0,0,0,0,0,0,0,0
10-Nov-1955,50,26,0,0,0,0,1,1,0,0,0,1,0,0,0
11-Nov-1955,59,34,0,0,0,0,0,0,0,0,0,0,0,0,0
12-Nov-1955,62,45,0,0,0,0,0,0,0,0,0,0,0,0,0
13-Nov-1955,60,48,0,0,0,0,0,0,0,0,0,0,0,0,0
14-Nov-1955,58,41,0,0,0,0,0,0,0,0,0,0,0,0,0
15-Nov-1955,46,36,0,0,0,0,0,0,0,0,0,0,0,0,0
16-Nov-1955,61,20,0,0,0,0,2,2,0,0,0,2,0,0,0
17-Nov-1955,33,9,0,0,0,0,5,5,0,0,0,5,0,0,0
18-Nov-1955,36,26,0,0,0,0,1,1,0,0,0,1,0,0,0
19-Nov-1955,35,27,0,3,3,0,1,1,4,3,7,8,1,7,8
20-Nov-1955,35,23,0,0,2,0,2,2,0,2,2,4,3,9,12
21-Nov-1955,37,30,0,0,1,0,1,1,0,1,1,2,4,10,14
22-Nov-1955,45,31,0,0,0,0,1,1,0,0,0,1,5,10,15
23-Nov-1955,63,33,0,0,0,0,0,0,0,0,0,0,5,10,15
24-Nov-1955,43,25,0,0,0,0,1,1,0,0,0,1,6,10,16
25-Nov-1955,35,22,0,0,0,0,2,2,0,0,0,2,8,10,18
26-Nov-1955,38,25,0,0,0,0,1,1,0,0,0,1,9,10,19
27-Nov-1955,41,28,0,0,0,0,1,1,0,0,0,1,10,10,20
28-Nov-1955,41,6,0,0,0,0,5,5,0,0,0,5,15,10,25
29-Nov-1955,35,5,0,0.5,1,0,5,5,1,1,2,7,20,12,32
30-Nov-1955,33,23,0,0,0,0,2,2,0,0,0,2,22,12,34
01-Dec-1955,30,18,0,0,0,1,3,4,0,0,0,4,26,12,38
02-Dec-1955,36,26,0,2,2,0,1,1,3,2,5,6,27,17,44
03-Dec-1955,38,34,0,0,0,0,0,0,0,0,0,0,27,17,44
04-Dec-1955,45,28,0,0,0,0,1,1,0,0,0,1,28,17,45
05-Dec-1955,35,23,0,0,0,0,2,2,0,0,0,2,30,17,47
06-Dec-1955,29,21,0,0,0,1,2,3,0,0,0,3,33,17,50
07-Dec-1955,35,22,0,0,0,0,2,2,0,0,0,2,35,17,52
08-Dec-1955,36,28,0,0,0,0,1,1,0,0,0,1,36,17,53
09-Dec-1955,33,18,0,0,0,0,3,3,0,0,0,3,39,17,56
10-Dec-1955,28,12,0,0,0,1,4,5,0,0,0,5,44,17,61
11-Dec-1955,30,14,0,0,0,1,4,5,0,0,0,5,49,17,66
12-Dec-1955,28,25,0,0,0,1,1,2,0,0,0,2,51,17,68
13-Dec-1955,31,21,0,0,0,1,2,3,0,0,0,3,54,17,71
14-Dec-1955,35,25,0,0,0,0,1,1,0,0,0,1,55,17,72
15-Dec-1955,29,10,0,0,0,1,4,5,0,0,0,5,60,17,77
16-Dec-1955,26,10,0,0,0,1,4,5,0,0,0,5,65,17,82
17-Dec-1955,31,14,0,0,0,1,4,5,0,0,0,5,70,17,87
18-Dec-1955,26,17,0,0.3,0,1,3,4,1,0,1,5,74,18,92
19-Dec-1955,27,14,0,0,0,1,4,5,0,0,0,5,79,18,97
20-Dec-1955,18,9,0,0,0,3,5,8,0,0,0,8,87,18,105
21-Dec-1955,21,12,0,0.3,0,2,4,6,1,0,1,7,93,19,112
22-Dec-1955,33,18,0,0,0,0,3,3,0,0,0,3,96,19,115
23-Dec-1955,39,26,0,0,0,0,1,1,0,0,0,1,97,19,116
24-Dec-1955,53,29,0,0,0,0,1,1,0,0,0,1,98,19,117
25-Dec-1955,49,29,0,0,0,0,1,1,0,0,0,1,99,19,118
26-Dec-1955,32,22,0,0,0,1,2,3,0,0,0,3,102,19,121
27-Dec-1955,26,15,0,0,0,1,3,4,0,0,0,4,106,19,125
28-Dec-1955,33,19,0,0,0,0,3,3,0,0,0,3,109,19,128
29-Dec-1955,43,29,0,0,0,0,1,1,0,0,0,1,110,19,129
30-Dec-1955,33,14,0,0,0,0,4,4,0,0,0,4,114,19,133
31-Dec-1955,34,19,0,0,0,0,3,3,0,0,0,3,117,19,136
01-Jan-1956,35,20,0,0,0,0,2,2,0,0,0,2,119,19,138
02-Jan-1956,35,16,0,0.5,1,0,3,3,1,1,2,5,122,21,143
03-Jan-1956,36,32,0,0,1,0,1,1,0,1,1,2,123,22,145
04-Jan-1956,35,25,0,0,0,0,1,1,0,0,0,1,124,22,146
05-Jan-1956,36,20,0,0,0,0,2,2,0,0,0,2,126,22,148
06-Jan-1956,42,28,0,0,0,0,1,1,0,0,0,1,127,22,149
07-Jan-1956,39,20,0,0,0,0,2,2,0,0,0,2,129,22,151
08-Jan-1956,28,5,0,0,0,1,5,6,0,0,0,6,135,22,157
